customer_id,age,annual_income,spending_score,visit_freq,avg_cart,membership_years
1521,24,3654,61,22,23300,2.8
1522,36,7187,81,22,199000,6.6
1523,57,6073,29,3,76300,7.6
1524,46,12268,77,16,565600,3.3
1525,49,11264,41,3,171100,9.9
1526,28,2591,75,23,61400,3.9
1527,43,12392,30,1,199900,1.9
1528,31,10350,77,8,284000,5.5
1529,48,3519,26,1,81200,4.1
1530,43,9672,91,15,123400,12.0
1531,30,2883,67,22,25700,3.9
1532,47,5897,32,1,96800,4.1
1533,26,3322,72,16,70900,3.9
1534,25,2957,80,23,33000,3.2
1535,48,7124,26,2,75800,6.5
1536,32,3684,78,23,36000,1.1
1537,41,10711,78,18,459100,10.2
1538,21,3572,90,18,61500,3.7
1539,46,4233,31,2,32500,1.8
1540,50,9920,35,2,204200,5.9
1541,28,3759,77,27,39100,2.2
1542,31,7254,80,17,302800,12.0
1543,40,11566,65,20,214500,10.6
1544,46,4880,26,2,29700,6.5
1545,40,9481,84,19,402600,2.9
1546,69,5090,24,1,81700,10.6
1547,49,11223,69,19,403800,6.4
1548,28,3518,54,17,47500,2.5
1549,49,13009,32,3,248600,8.2
1550,22,2776,88,16,16500,2.2
1551,47,9978,16,2,141700,5.8
1552,46,9819,25,1,138700,3.2
1553,57,5570,34,1,80500,4.9
1554,61,5493,22,2,55100,5.6
1555,59,3492,32,3,42800,8.3
1556,27,3468,89,20,30400,3.3
1557,25,3087,80,29,39900,0.1
1558,26,12223,32,2,87700,2.4
1559,28,3455,79,24,37400,2.6
1560,47,11834,95,22,364300,7.9
1561,34,12273,35,5,247500,5.2
1562,27,3529,72,17,59400,1.8
1563,53,11128,21,3,175900,9.6
1564,38,9962,73,21,139500,10.3
1565,50,9747,73,21,163500,7.1
1566,39,10269,93,15,243200,3.2
1567,33,10006,75,20,231300,4.5
1568,27,2748,89,23,45800,0.7
1569,26,2880,84,19,45200,0.3
1570,31,2533,76,14,33300,3.0
1571,49,11434,34,2,223400,3.6
1572,50,13648,41,5,225200,2.4
1573,50,11484,27,3,206600,5.3
1574,33,3373,84,17,76200,1.3
1575,45,11326,28,3,186900,10.0
1576,32,9138,79,18,319600,4.5
1577,64,6031,19,3,55300,0.1
1578,36,6033,34,3,51800,2.1
1579,47,12890,36,4,156100,2.6
1580,38,10437,86,24,467800,8.1
1581,66,5008,24,2,69700,8.1
1582,22,4209,85,26,57000,3.7
1583,31,3660,72,20,19800,3.0
1584,45,11333,83,28,639700,3.8
1585,42,8821,76,23,520800,11.6
1586,54,5365,23,1,65300,6.2
1587,33,9701,89,13,169900,7.4
1588,45,11659,40,6,132800,5.8
1589,27,2600,75,28,42900,2.6
1590,44,4926,19,2,27900,11.1
1591,30,9898,71,15,207500,5.5
1592,32,10791,85,23,228100,6.5
1593,21,3207,90,15,54900,0.5
1594,34,11611,83,21,513800,4.4
1595,50,12467,19,4,204700,7.7
1596,22,2467,90,17,44200,3.6
1597,52,14760,28,1,209300,3.9
1598,33,8140,79,20,217700,5.3
1599,62,5577,32,2,101600,7.5
1600,39,4420,26,2,83400,1.4
1601,46,4465,13,1,50700,9.7
1602,21,3204,75,21,54800,1.8
1603,63,3631,37,3,55300,5.2
1604,35,9283,79,23,139500,8.7
1605,32,2038,80,20,52400,0.8
1606,38,10670,78,23,173800,9.9
1607,28,2741,78,16,45800,1.6
1608,47,11905,40,4,73600,9.2
1609,38,11814,33,2,224500,1.9
1610,24,9709,82,18,445100,11.4
1611,53,5642,24,3,32400,6.2
1612,40,9964,30,1,165100,6.2
1613,62,6558,20,2,57400,10.9
1614,31,9464,84,21,364800,9.4
1615,29,3053,74,22,44000,0.9
1616,32,3147,79,23,18700,1.3
1617,52,9517,36,4,186100,4.9
1618,50,3518,30,3,58500,4.6
1619,49,4017,28,3,68600,1.2
1620,33,10260,23,0,128300,3.7
1621,32,8845,21,2,166800,8.4
1622,37,10474,87,22,369400,8.2
1623,63,5774,21,3,62800,5.1
1624,33,10688,21,4,155800,1.8
1625,21,3920,82,21,50800,2.6
1626,44,11238,35,4,152900,5.2
1627,52,12681,42,2,203700,1.9
1628,34,9259,87,26,531600,3.4
1629,26,2794,96,22,57000,2.8
1630,39,10979,14,2,85700,8.2
1631,70,5223,28,2,32300,5.0
1632,24,3199,75,20,51700,1.6
1633,63,4464,21,3,27100,7.3
1634,26,3671,90,20,50800,0.7
1635,56,4878,27,1,85100,3.0
1636,58,5278,16,2,57600,0.6
1637,69,5914,27,2,84000,6.5
1638,50,11552,30,1,275400,6.7
1639,39,11808,28,2,225000,1.5
1640,62,5218,18,4,53500,7.6
1641,31,8265,78,12,498100,6.0
1642,28,2995,83,13,35500,0.2
1643,52,10382,28,3,247700,5.9
1644,54,13821,31,2,221000,4.4
1645,54,5409,29,0,42900,2.9
1646,39,13851,30,1,108200,8.4
1647,50,11938,24,3,213500,6.5
1648,39,13586,36,5,177600,6.3
1649,27,8828,77,18,252400,9.1
1650,26,4170,82,20,42400,0.7
1651,45,8144,91,27,230800,4.4
1652,38,9321,91,19,522500,10.2
1653,22,2704,57,20,57400,3.3
1654,34,9791,80,20,779200,11.9
1655,36,9529,88,14,440900,2.5
1656,45,8512,80,26,525200,10.6
1657,67,5169,31,2,54000,2.3
1658,32,3303,66,27,52300,2.6
1659,35,3928,81,15,37200,1.4
1660,48,13656,24,6,256400,6.2
1661,42,10718,85,17,128500,7.8
1662,40,10217,30,4,196800,8.1
1663,41,13825,36,3,184100,6.8
1664,52,11233,83,18,438500,6.8
1665,46,10584,18,3,268500,1.2
1666,49,4698,34,2,63400,10.9
1667,45,10406,81,12,366700,2.2
1668,21,9055,82,20,430200,10.5
1669,25,2582,81,24,46700,1.7
1670,43,12005,36,4,163600,2.4
1671,44,11595,81,19,628300,11.3
1672,37,11055,37,5,226800,8.5
1673,55,2605,29,0,57600,3.6
1674,23,3950,88,22,50000,1.7
1675,42,9629,76,8,174300,9.0
1676,31,10100,85,23,290800,8.1
1677,28,2350,84,24,52400,2.7
1678,26,9300,35,4,210800,6.9
1679,25,3579,82,16,39200,0.8
1680,39,10230,92,11,147400,7.8
1681,47,9540,84,14,119700,10.1
1682,25,2177,67,30,47800,0.5
1683,24,3370,75,17,53400,0.5
1684,49,10282,80,18,603400,3.9
1685,28,8017,83,23,170300,2.5
1686,46,5312,40,4,66600,1.3
1687,34,3279,75,14,34600,2.4
1688,47,13203,36,2,260800,3.0
1689,62,5564,23,0,55800,1.4
1690,46,8971,29,3,210100,3.7
1691,69,4420,35,2,50000,4.7
1692,59,4176,16,2,43100,3.9
1693,63,4755,25,1,43000,11.1
1694,26,2135,70,21,36100,2.8
1695,58,4287,27,3,71100,2.1
1696,50,3682,20,0,49800,8.7
1697,44,11533,24,5,196400,5.6
1698,31,3674,72,18,26000,3.0
1699,51,4756,20,2,51500,2.1
1700,26,2664,83,26,48100,0.4
1701,62,5276,21,1,60300,6.7
1702,60,6234,21,3,98000,4.2
1703,47,7862,46,4,187000,5.6
1704,25,2936,92,32,70500,2.1
1705,26,3079,63,19,31800,3.5
1706,26,3179,84,16,67700,3.0
1707,35,12855,26,3,199000,4.4
1708,39,7628,84,9,627700,7.2
1709,33,11227,64,13,183600,2.0
1710,51,13274,29,5,232700,6.2
1711,27,3438,71,23,39800,3.5
1712,25,3658,92,22,78800,3.1
1713,49,4378,35,3,81700,8.2
1714,45,12852,34,3,175400,8.8
1715,48,11025,86,20,250700,8.9
1716,35,9577,86,18,529000,7.7
1717,65,5037,15,1,38800,0.9
1718,26,3412,80,25,40400,2.9
1719,60,5325,22,3,84500,1.7
1720,45,7966,79,19,508300,5.1
1721,27,3740,79,21,44700,3.2
1722,41,11277,40,3,301400,8.9
1723,37,10612,91,17,245800,11.1
1724,35,9416,80,24,174800,7.8
1725,25,3048,73,22,41600,2.3
1726,43,8578,93,18,143300,6.1
1727,61,4816,31,0,48700,7.1
1728,52,14486,31,2,224600,6.9
1729,41,11446,89,11,172200,4.7
1730,51,11451,43,0,233800,1.5
1731,55,4678,19,3,57700,4.0
1732,49,10760,30,3,224300,1.6
1733,53,4987,28,1,62100,7.4
1734,32,11027,83,22,538800,2.8
1735,24,7764,81,21,209600,6.0
1736,54,3551,21,2,41700,0.0
1737,20,2000,86,19,51600,3.4
1738,28,9122,85,16,185400,9.7
1739,37,9933,87,14,586600,7.5
1740,28,2588,84,12,11800,0.4
1741,40,12017,78,19,170200,9.7
1742,42,7850,75,15,543400,3.6
1743,50,11864,35,1,166200,2.8
1744,24,2327,88,24,40800,3.4
1745,70,4650,21,1,61500,0.7
1746,23,4010,61,22,44600,2.1
1747,65,3884,30,2,74000,9.9
1748,37,12577,72,18,224800,7.1
1749,60,3889,29,0,32400,6.5
1750,33,10272,84,19,276100,11.8
1751,45,12695,29,4,142000,1.5
1752,50,12768,50,3,201000,5.8
1753,22,3273,88,26,55100,3.4
1754,48,12056,35,2,143700,5.4
1755,55,3623,28,3,96800,10.1
1756,58,10239,19,6,205200,1.1
1757,29,2557,82,27,49700,1.4
1758,30,4188,75,29,35900,3.3
1759,21,2827,79,20,36600,1.8
1760,52,5039,23,1,77100,9.0
1761,39,11539,18,2,130700,2.0
1762,47,12149,75,18,482000,8.0
1763,52,11740,20,3,166600,2.1
1764,28,3136,78,29,51500,1.2
1765,57,4967,24,1,86200,3.1
1766,42,8676,78,21,185300,7.5
1767,39,12845,16,3,106000,5.7
1768,56,6003,14,4,75700,5.4
1769,40,8441,89,24,475300,4.3
1770,42,9681,82,22,591400,4.1
1771,35,10479,80,22,618100,7.6
1772,46,8966,77,27,357200,4.3
1773,30,2178,82,25,54800,2.4
1774,32,11459,42,2,250600,7.3
1775,24,2000,74,28,41300,2.1
1776,62,4090,14,1,64500,7.7
1777,40,9791,77,22,423000,7.7
1778,24,2704,90,21,24400,3.2
1779,43,11416,32,1,174800,2.6
1780,55,12395,31,2,183800,1.4
1781,27,3327,86,23,51600,1.1
1782,31,9998,85,17,517300,5.8
1783,26,2587,90,22,21200,3.0
1784,26,3030,73,17,58800,3.8
1785,41,7583,78,23,194600,6.4
1786,38,10144,79,21,242500,2.3
1787,60,2817,36,1,45400,2.0
1788,52,12269,27,3,210600,9.3
1789,50,12939,25,2,156100,7.4
1790,58,6152,26,3,14300,10.6
1791,55,3242,26,3,48100,4.9
1792,39,10115,39,0,218000,8.9
1793,61,5293,23,1,55700,5.8
1794,33,8577,71,21,241600,8.3
1795,49,5135,28,3,80000,9.1
1796,45,12244,52,2,97800,2.1
1797,36,8837,78,19,377400,7.8
1798,36,9214,82,23,149000,2.7
1799,25,2981,76,21,56900,2.4
1800,55,5771,23,4,60800,1.5
1801,33,8723,71,17,214000,4.5
1802,26,4329,80,24,43600,1.5
1803,54,5106,14,2,54900,3.1
1804,54,3979,30,2,64900,1.5
1805,24,4056,74,29,42800,2.6
1806,31,3166,84,17,42700,1.8
1807,34,9652,73,18,171300,11.1
1808,62,4353,23,2,47500,1.8
1809,55,5884,16,2,50800,7.9
1810,44,9758,27,3,262300,6.9
1811,45,11672,37,4,180600,9.1
1812,26,3404,87,18,33700,3.3
1813,32,3816,66,28,59500,0.3
1814,48,10615,28,3,163800,9.6
1815,26,2188,77,27,48100,1.4
1816,24,3388,85,22,32600,2.9
1817,32,8658,65,20,455700,9.0
1818,50,10308,35,5,100700,7.7
1819,42,9624,91,17,181400,9.0
1820,49,5118,33,2,31700,3.0
1821,33,2000,64,17,49000,2.6
1822,27,3711,89,23,40700,0.2
1823,47,9784,29,3,217000,2.6
1824,36,8453,84,12,189300,9.6
1825,28,3722,79,27,24900,3.8
1826,59,7027,19,1,61900,6.7
1827,62,5783,37,1,16900,9.1
1828,28,3227,70,25,42900,2.4
1829,41,10850,21,5,188600,7.1
1830,62,6067,15,1,40400,1.7
1831,35,9662,92,24,513600,4.1
1832,25,4309,69,20,54500,1.5
1833,34,10216,43,4,217500,8.4
1834,54,3440,15,4,84300,1.0
1835,33,9878,79,11,362900,7.8
1836,63,4037,17,1,33700,8.1
1837,30,3427,83,18,50600,3.4
1838,53,3410,25,3,45500,3.2
1839,39,12590,44,1,168300,9.0
1840,36,10353,86,16,151500,6.3
1841,24,9329,78,19,157600,2.6
1842,31,2509,96,14,43500,3.6
1843,56,5355,29,3,72700,8.8
1844,45,10171,83,14,536300,8.4
1845,65,5013,20,1,76600,0.9
1846,20,2772,76,25,29600,3.5
1847,36,11839,47,5,194400,6.9
1848,36,8445,23,1,179800,8.0
1849,28,3223,88,18,63900,1.0
1850,28,8353,74,6,153900,10.2
1851,27,3109,75,21,54000,1.5
1852,22,3628,78,24,50800,3.2
1853,31,3469,86,20,50400,0.1
1854,45,10202,73,13,661800,11.3
1855,54,5100,32,3,7200,4.7
1856,41,11543,26,4,241900,1.6
1857,58,4702,36,4,29000,11.4
1858,65,4779,18,4,30500,11.9
1859,43,6421,24,1,53200,6.4
1860,47,13600,42,4,179300,9.6
1861,60,3453,26,2,90200,11.6
1862,55,5569,28,2,28500,8.1
1863,44,10943,28,4,141400,2.6
1864,54,5944,29,3,35500,10.1
1865,38,9819,75,19,456200,5.1
1866,42,11984,78,20,235700,9.8
1867,45,12490,41,4,239800,8.1
1868,28,3688,75,26,35300,0.7
1869,25,3737,84,25,42700,0.6
1870,65,4070,27,2,59800,11.1
1871,28,2000,77,21,48300,0.7
1872,64,6689,27,2,81700,10.8
1873,32,10493,82,19,505600,8.3
1874,57,7456,18,1,19100,4.0
1875,23,2910,79,20,51000,2.8
1876,47,12746,32,2,241000,4.4
1877,56,5159,30,2,74000,6.1
1878,24,2282,73,19,49900,0.6
1879,35,9151,83,13,220900,5.4
1880,51,13810,15,4,216600,6.6
1881,67,3775,13,3,64300,1.8
1882,53,6657,25,2,69300,1.2
1883,42,7219,87,19,611600,12.0
1884,32,9093,80,15,321500,2.5
1885,57,11134,32,0,192600,7.1
1886,25,10991,87,14,273800,4.4
1887,55,3513,31,1,86700,11.1
1888,53,10765,39,0,230900,4.5
1889,35,11776,86,20,462000,8.4
1890,37,9675,86,18,108300,2.9
1891,50,12185,26,6,204000,7.8
1892,27,10595,86,15,435600,5.1
1893,21,3582,84,20,45100,0.6
1894,62,6224,43,3,67400,6.7
1895,31,8872,77,17,166400,7.1
1896,43,11706,30,2,204400,2.2
1897,52,4585,34,2,31400,8.0
1898,61,5842,31,4,70200,9.3
1899,56,5793,32,3,46800,0.8
1900,33,10530,83,19,380600,9.8
1901,38,12162,85,19,452800,5.9
1902,51,11921,24,3,247700,4.7
1903,34,9391,71,16,191900,4.9
1904,38,11822,31,1,136100,9.8
1905,29,2972,81,17,48700,0.5
1906,45,10826,38,4,196200,4.9
1907,34,3410,94,23,32500,0.1
1908,35,10332,73,16,600200,7.1
1909,32,9839,81,18,584200,4.4
1910,35,10081,83,17,501600,10.7
1911,35,7842,78,19,84600,5.7
1912,47,12072,37,2,183700,4.5
1913,65,4921,31,3,55500,4.0
1914,62,3579,30,1,61600,6.9
1915,36,8828,84,19,208900,11.0
1916,47,4931,28,2,65100,0.6
1917,55,4986,20,2,95100,9.0
1918,38,9532,79,11,579000,2.8
1919,39,9554,86,17,585500,5.2
1920,48,6033,27,3,27400,6.2
1921,33,9853,81,22,463600,7.7
1922,26,3104,78,16,38900,1.1
1923,30,2262,78,29,29700,3.8
1924,32,8487,73,22,205200,2.6
1925,24,3582,90,17,54400,2.3
1926,32,10383,84,13,511500,2.8
1927,36,10253,81,22,639500,2.1
1928,55,11717,30,2,133500,5.1
1929,48,9981,23,3,204000,9.2
1930,37,10186,81,15,581000,4.0
1931,63,4928,25,3,41300,3.9
1932,41,8205,84,17,230900,5.2
1933,60,4134,20,4,68200,1.5
1934,50,7854,87,10,185900,2.6
1935,26,3036,65,15,33400,0.3
1936,43,11816,28,3,177900,2.2
1937,49,12095,37,4,226200,1.3
1938,28,3199,73,17,35100,2.7
1939,44,5052,27,3,67400,4.6
1940,55,3458,31,1,43300,7.9
1941,30,10732,89,18,502400,2.3
1942,38,8555,82,24,332600,9.4
1943,30,10270,77,17,149200,2.4
1944,48,14002,18,3,127500,7.7
1945,31,3863,81,22,34600,2.5
1946,61,10207,15,2,150900,1.3
1947,29,3471,87,24,65500,3.5
1948,50,8892,33,4,180700,7.1
1949,67,5526,33,3,61200,9.8
1950,46,12883,47,1,282200,9.0
1951,39,10412,88,25,497000,9.6
1952,26,2528,66,33,26000,3.7
1953,27,3004,75,25,39700,3.3
1954,44,5715,37,2,45500,1.4
1955,27,3491,75,21,53600,2.8
1956,32,9618,74,28,533000,9.4
1957,27,8601,77,17,507700,11.5
1958,37,12741,39,3,235100,1.5
1959,22,2998,76,15,52100,2.9
1960,20,9838,90,16,187500,6.4
1961,43,8398,84,14,290400,8.6
1962,23,3189,85,20,35800,4.0
1963,30,9542,74,21,193300,8.3
1964,42,5171,35,3,80000,3.6
1965,39,8817,77,24,429600,4.5
1966,44,9508,78,25,476400,7.9
1967,37,14141,45,3,105600,6.7
1968,45,9763,71,18,204900,10.9
1969,43,8186,81,19,173600,10.8
1970,47,9584,31,3,245200,9.1
1971,44,10411,42,5,224500,4.3
1972,29,4018,68,21,54100,0.6
1973,46,6245,27,2,68000,2.1
1974,52,11238,31,2,132200,7.6
1975,32,12324,87,23,576800,3.1
1976,34,3353,75,23,48100,0.6
1977,43,12152,21,6,153200,8.5
1978,31,3018,94,23,24200,0.5
1979,49,12963,34,2,119500,5.1
1980,28,3067,77,26,48300,3.8
1981,41,9133,78,10,217300,4.6
1982,40,7987,85,14,329000,3.8
1983,38,8703,86,14,202200,5.5
1984,31,7700,80,11,594300,6.0
1985,32,10094,69,15,616200,10.6
1986,25,3197,82,24,48700,0.8
1987,45,13523,33,3,219300,8.4
1988,64,5604,29,2,53000,5.8
1989,23,2966,75,25,39800,3.7
1990,24,3151,78,23,31800,2.4
1991,40,10353,45,4,204300,4.2
1992,43,11086,23,1,229600,7.2
1993,52,4162,34,3,59000,9.8
1994,49,12363,34,3,226300,4.0
1995,37,9454,26,4,218900,2.2
1996,55,6112,18,2,53600,6.1
1997,31,9511,76,26,164200,4.1
1998,70,5323,26,3,41600,6.2
1999,24,3882,78,21,49400,3.9
2000,35,11613,77,12,271100,10.4
