ACCOUNT_ID,GROSS_TRANSACTION_AMOUNT,MERCHANT_CATEGORY_LEVEL_1,CARD_TYPE,CARD_HOLDER_CITY,CARD_HOLDER_STATE,CARD_HOLDER_GENERATION,CARD_PRESENT_INDICATOR,SHOPPER_CLASSIFICATION
A1456820,14.16,Restaurants and Food Services,Debit,BATON ROUGE,LA,Gen X,Card Present,0
A6404638,6.59,Restaurants and Food Services,Debit,TAYLOR,MI,Millennial,Card Present,2
A6814045,9.8,Restaurants and Food Services,Debit,PETERSBURG,VA,Millennial,Unknown,0
A5331576,7.17,Restaurants and Food Services,Debit,CHILLICOTHE,OH,Baby Boomer,Card Present,0
A5016751,10.63,Restaurants and Food Services,Credit,TAMPA,FL,Gen Z,Card Not Present,0
A6096724,14.71,Restaurants and Food Services,Debit,TRIANGLE,VA,Gen X,Card Present,0
A4075714,5.02,Retail,Debit,MADISON,,Unknown,Card Present,0
A1407645,24.75,Restaurants and Food Services,Debit,MILWAUKEE,WI,Gen Z,Card Not Present,0
A2886868,12.2,Restaurants and Food Services,Debit,ALBUQUERQUE,NM,Gen Z,Unknown,2
A3203431,8.04,Restaurants and Food Services,Debit,EATONVILLE,WA,Millennial,Card Present,0
A6087539,13.62,Restaurants and Food Services,Credit,LAS VEGAS,NV,Millennial,Card Present,0
A1858085,5.84,Restaurants and Food Services,Debit,DALLAS,NC,Millennial,Unknown,0
A7111439,3.09,Consumer Services,Debit,WINSTON SALEM,NC,Gen Z,Unknown,0
A5429570,24.55,Restaurants and Food Services,Debit,OAKLAND,CA,Baby Boomer,Card Not Present,0
A2070325,1.53,Restaurants and Food Services,Debit,SMYRNA,TN,Millennial,Unknown,0
A7844396,26.85,Restaurants and Food Services,Credit,ALLEN,TX,Gen X,Card Not Present,2
A7169416,31.8,Restaurants and Food Services,Debit,BLACKLICK,OH,Gen X,Unknown,0
A2837858,16.83,Restaurants and Food Services,Debit,SMYRNA,TN,Unknown,Card Present,0
A8315951,10.85,Restaurants and Food Services,Debit,TOLEDO,OH,Gen Z,Card Present,2
A6147038,33.08,Restaurants and Food Services,Credit,FAIRBANKS,AK,Millennial,Card Present,0
A7825447,1.52,Restaurants and Food Services,Debit,MINNEAPOLIS,MN,Gen X,Card Present,0
A2719859,21.5,Restaurants and Food Services,Debit,DURHAM,NC,Unknown,Card Present,0
A4897618,6.63,Restaurants and Food Services,Credit,CLAWSON,MI,Baby Boomer,Card Present,0
A1691750,5.31,Restaurants and Food Services,Debit,HACKENSACK,NJ,Millennial,Card Present,0
A6553721,6.41,Restaurants and Food Services,Debit,ATLANTIC CITY,NJ,Millennial,Card Not Present,0
A7076998,4.3,Restaurants and Food Services,Debit,AUGUSTA,GA,Gen X,Card Present,0
A5779617,9.3,Restaurants and Food Services,Debit,ARDEN,NC,Gen Z,Card Present,0
A7076320,8.34,Restaurants and Food Services,Debit,GARNER,NC,Unknown,Card Present,0
A7198327,6.11,Restaurants and Food Services,Credit,GREELEY,CO,Gen X,Card Present,0
A2979988,11.16,Restaurants and Food Services,Credit,UTICA,MI,Gen X,Card Present,2
A7269188,3.93,Restaurants and Food Services,Credit,VIRGINIA BEACH,VA,Gen X,Card Present,0
A1201977,28.3,Restaurants and Food Services,Debit,PAINESVILLE,OH,Millennial,Card Not Present,1
A1032133,6.53,Retail,Debit,DANVILLE,VA,Unknown,Card Present,0
A5044028,9.55,Restaurants and Food Services,Debit,WEST JORDAN,UT,Gen Z,Card Not Present,0
A5137210,10.71,Restaurants and Food Services,Credit,CHELTENHAM,PA,Millennial,Card Present,2
A3475537,8.56,Restaurants and Food Services,Debit,GREEN BAY,WI,Gen Z,Card Present,0
A1209900,14.33,Restaurants and Food Services,Credit,HARVEST,AL,Unknown,Card Present,0
A2297511,2.42,Restaurants and Food Services,Debit,ELYRIA,OH,Millennial,Card Present,2
A1930352,9.94,Restaurants and Food Services,Debit,CINCINNATI,OH,Gen Z,Card Present,0
A4346568,16.55,Restaurants and Food Services,Credit,BLUFFTON,SC,Millennial,Card Not Present,0
A7657946,10.01,Restaurants and Food Services,Debit,SAINT MARTINVILLE,LA,Baby Boomer,Card Present,0
A7019056,25.1,Restaurants and Food Services,Debit,MARQUETTE,MI,Gen X,Card Not Present,0
A9992983,10.79,Restaurants and Food Services,Debit,HASTINGS,FL,Baby Boomer,Unknown,0
A5784040,42.2,Restaurants and Food Services,Debit,HOPKINS,MN,Millennial,Card Not Present,0
A3825062,9.45,Restaurants and Food Services,Debit,SEMINOLE,,Millennial,Card Not Present,0
A4159320,13.27,Travel and Leisure,Credit,ROUND ROCK,TX,Unknown,Card Not Present,2
A1276104,9.16,Restaurants and Food Services,Credit,CORPUS CHRISTI,TX,Gen X,Card Present,0
A4383807,13.13,Restaurants and Food Services,Debit,COLUMBIA,TN,Millennial,Card Present,0
A8035470,4.02,Restaurants and Food Services,Debit,INDIANAPOLIS,IN,Unknown,Card Present,0
A2432215,6.14,Restaurants and Food Services,Debit,LANCASTER,PA,Unknown,Card Not Present,0
A9238719,3.98,Restaurants and Food Services,Debit,CLEVELAND,OH,Millennial,Card Present,0
A5615193,57.81,Restaurants and Food Services,Credit,MOUNTAIN TOP,PA,Gen X,Card Not Present,0
A6768218,8.11,Restaurants and Food Services,Debit,NASHPORT,OH,Unknown,Card Present,0
A4291117,8.35,Restaurants and Food Services,Debit,CHRISTIANA,TN,Baby Boomer,Card Present,0
A1131709,2.5,Restaurants and Food Services,Debit,HOUMA,LA,Gen Z,Card Present,0
A1354750,10.92,Restaurants and Food Services,Debit,WINTER GARDEN,FL,Millennial,Card Not Present,0
A6895783,16.18,Restaurants and Food Services,Debit,WEST HELENA,AR,Gen Z,Card Present,0
A1615810,13.65,Restaurants and Food Services,Debit,TEXARKANA,TX,Gen X,Card Present,0
A4033848,10.39,Restaurants and Food Services,Debit,MIDDLEBURG,FL,Gen X,Unknown,1
A2990259,10.5,Restaurants and Food Services,Credit,JAMAICA PLAIN,MA,Baby Boomer,Card Present,2
A8755044,9.99,Restaurants and Food Services,Debit,COLUMBUS,OH,Gen Z,Card Present,0
A5259790,6.85,Restaurants and Food Services,Debit,SIOUX FALLS,SD,Gen Z,Card Present,2
A3240845,5.05,Restaurants and Food Services,Credit,PONTE VEDRA BEACH,FL,Baby Boomer,Card Present,0
A4086248,49.0,Restaurants and Food Services,Credit,FAIRCHILD AIR FORCE BASE,WA,Millennial,Card Present,0
A7536169,14.84,Restaurants and Food Services,Debit,ATLANTA,MI,Unknown,Unknown,0
A1457371,5.93,Restaurants and Food Services,Debit,NORTH STREET,MI,Gen X,Card Present,0
A7144270,23.49,Restaurants and Food Services,Debit,CHATSWORTH,GA,Gen Z,Card Present,0
A2531470,17.51,Restaurants and Food Services,Credit,COLUMBIA,SC,Millennial,Card Not Present,0
A7444517,41.05,Restaurants and Food Services,Debit,PORT ORANGE,FL,Gen X,Card Present,0
A6425299,7.46,Restaurants and Food Services,Debit,NEW MARKET,MD,Baby Boomer,Card Present,0
A6057516,6.67,Restaurants and Food Services,Credit,ELK RIVER,MN,Baby Boomer,Card Present,2
A1931274,6.62,Restaurants and Food Services,Payroll,WILLMAR,MN,Millennial,Unknown,0
A2837858,21.48,Restaurants and Food Services,Debit,CLEARFIELD,UT,Gen X,Card Present,0
A6661531,3.95,Restaurants and Food Services,Debit,SAN ANTONIO,TX,Gen X,Unknown,2
A8365060,10.57,Restaurants and Food Services,Debit,CHESAPEAKE,VA,Baby Boomer,Card Present,0
A4753958,14.03,Restaurants and Food Services,Debit,NEW LONDON,WI,Baby Boomer,Card Present,1
A9413457,3.18,Restaurants and Food Services,Debit,WILMINGTON,NC,Gen Z,Card Present,0
A5126891,25.21,Restaurants and Food Services,Debit,JOHNSON CITY,TN,Gen Z,Card Present,0
A9790890,10.69,Restaurants and Food Services,Credit,LENEXA,KS,Gen X,Card Present,2
A3204208,43.62,Restaurants and Food Services,Credit,FLEMING ISLAND,FL,Millennial,Unknown,0
A5084503,1.11,Restaurants and Food Services,Credit,SANTA MONICA,CA,Gen X,Card Not Present,2
A6468139,23.0,Restaurants and Food Services,Debit,RICHMOND,MN,Gen X,Card Not Present,0
A2890946,12.01,Restaurants and Food Services,Credit,FORT WORTH,TX,Gen Z,Card Present,0
A5888768,15.07,Restaurants and Food Services,Credit,NEW LONDON,WI,Gen X,Card Present,1
A6165325,43.46,Restaurants and Food Services,Debit,UNIVERSITY PARK,IL,Millennial,Card Not Present,1
A5165671,9.86,Restaurants and Food Services,Debit,PLYMOUTH,MI,Millennial,Card Present,0
A1441599,18.34,Restaurants and Food Services,Credit,PHOENIX,AZ,Millennial,Card Not Present,2
A9262876,8.4,Restaurants and Food Services,Credit,TUCSON,AZ,Millennial,Card Not Present,0
A1173179,7.42,Restaurants and Food Services,Credit,SPRINGFIELD,MO,Baby Boomer,Card Not Present,2
A1102214,1.05,Restaurants and Food Services,Debit,FINDLAY,OH,Millennial,Card Present,0
A8241094,9.21,Restaurants and Food Services,Debit,HALEYVILLE,AL,Gen X,Card Present,0
A3053474,16.84,Restaurants and Food Services,Debit,SCHOOLCRAFT,MI,Millennial,Card Present,0
A9600746,14.02,Restaurants and Food Services,Debit,FORT WAYNE,IN,Millennial,Card Present,0
A7055645,11.65,Restaurants and Food Services,Debit,SHERIDAN,IN,Baby Boomer,Card Present,0
A9741718,4.99,Restaurants and Food Services,Debit,NEWARK,OH,Millennial,Card Present,0
A4913808,16.63,Restaurants and Food Services,Credit,LAKE CITY,FL,Millennial,Card Present,0
A4972014,8.91,Restaurants and Food Services,Debit,NEWTON,AL,Millennial,Card Present,2
A4248503,2.11,Consumer Services,Debit,CHESTER,VA,Gen X,Card Present,2
A9515628,20.67,Restaurants and Food Services,Debit,MANTUA,OH,Millennial,Card Present,2
A7528508,6.84,Restaurants and Food Services,Debit,CONWAY,SC,Gen Z,Card Present,0
A3311965,2.58,Restaurants and Food Services,Debit,VINCENT,OH,Unknown,Card Present,0
A9305263,10.76,Restaurants and Food Services,Debit,INDIANAPOLIS,IN,Millennial,Card Present,0
A7774631,19.9,Restaurants and Food Services,Debit,LEHIGH ACRES,FL,Millennial,Card Present,0
A6280047,4.91,Restaurants and Food Services,Debit,ORLANDO,FL,Baby Boomer,Card Present,0
A7316726,1.67,Restaurants and Food Services,Debit,MACON,GA,Gen Z,Card Present,0
A1258056,5.08,Restaurants and Food Services,Debit,MESA,AZ,Gen Z,Card Present,0
A3479896,2.79,Restaurants and Food Services,Debit,PHOENIX,AZ,Millennial,Card Present,1
A7076320,15.6,Restaurants and Food Services,Credit,MESA,AZ,Millennial,Card Present,2
A7068552,19.43,Restaurants and Food Services,Debit,ARLINGTON,TN,Millennial,Card Not Present,0
A7522176,13.14,Restaurants and Food Services,Debit,MURFREESBORO,TN,Millennial,Card Present,0
A8998623,5.71,Restaurants and Food Services,Debit,SAGINAW,MI,Millennial,Card Present,0
A8103525,1.28,Consumer Services,Debit,GAYLORD,MI,Millennial,Card Present,2
A3036804,6.06,Consumer Services,Debit,TOCCOA,GA,Gen Z,Card Present,0
A3835765,5.11,Restaurants and Food Services,Credit,SAN DIEGO,CA,Millennial,Card Present,0
A6253786,9.86,Restaurants and Food Services,Credit,LONG BEACH,CA,Unknown,Card Not Present,0
A2106685,8.92,Restaurants and Food Services,Debit,ELYRIA,OH,Millennial,Card Present,2
A3599463,14.45,Restaurants and Food Services,Credit,HUDSON,WI,Baby Boomer,Card Present,0
A6841663,6.94,Restaurants and Food Services,Debit,TUCSON,AZ,Unknown,Card Present,0
A6215699,15.36,Restaurants and Food Services,Debit,COLUMBUS,OH,Gen Z,Card Not Present,0
A3151380,31.41,Restaurants and Food Services,Credit,YAKIMA,WA,Millennial,Card Present,0
A5762103,1.11,Consumer Services,Debit,RICHMOND,VA,Millennial,Card Present,0
A2521521,17.66,Restaurants and Food Services,Credit,FRANKLIN,NC,Unknown,Card Not Present,2
A4989633,4.34,Restaurants and Food Services,Debit,MINNEAPOLIS,MN,Millennial,Card Present,0
A7707896,7.11,Restaurants and Food Services,Debit,CLERMONT,FL,Baby Boomer,Card Present,0
A8653421,13.35,Restaurants and Food Services,Debit,TOLEDO,OH,Gen Z,Card Present,0
A7445662,25.39,Restaurants and Food Services,Debit,DENVER,CO,Gen X,Card Present,0
A8391979,12.7,Restaurants and Food Services,Debit,MINNEAPOLIS,MN,Gen Z,Card Not Present,0
A5669018,5.44,Restaurants and Food Services,Debit,MADISONVILLE,KY,Unknown,Unknown,0
A2977453,0.02,Restaurants and Food Services,Credit,MAHOPAC,NY,Silent,Unknown,0
A3476964,5.71,Restaurants and Food Services,Credit,LOS BANOS,CA,Millennial,Card Present,2
A1076692,7.91,Restaurants and Food Services,Credit,ODESSA,FL,Millennial,Card Present,0
A2502520,10.28,Restaurants and Food Services,Credit,ALEXANDRIA,VA,Gen X,Card Present,0
A6481546,9.46,Restaurants and Food Services,Debit,VINCENNES,IN,Baby Boomer,Card Present,0
A4161344,19.97,Restaurants and Food Services,Debit,COLLEGE STATION,TX,Unknown,Card Present,0
A6118408,22.46,Restaurants and Food Services,Credit,CLACKAMAS,OR,Unknown,Card Present,0
A5325204,5.99,Restaurants and Food Services,Debit,SMICKSBURG,PA,Gen Z,Unknown,0
A7528508,8.49,Restaurants and Food Services,Debit,SEMINOLE,FL,Gen Z,Card Present,0
A9889635,17.17,Restaurants and Food Services,Credit,ELGIN,IL,Gen Z,Card Not Present,2
A6834950,11.08,Restaurants and Food Services,Debit,BRISTOL,TN,Unknown,Card Present,0
A8577660,31.8,Restaurants and Food Services,Debit,GIBSONIA,PA,Baby Boomer,Card Present,0
A4881018,3.24,Restaurants and Food Services,Debit,GRANDVIEW,MO,Gen X,Card Present,0
A3896309,11.49,Restaurants and Food Services,Debit,CINCINNATI,OH,Unknown,Card Present,0
A8793638,6.76,Restaurants and Food Services,Debit,SAINT PETERSBURG,FL,Baby Boomer,Card Present,0
A6982327,26.5,Restaurants and Food Services,Debit,SAINT JOHNS,FL,Gen X,Card Present,0
A5260002,12.09,Restaurants and Food Services,Credit,CHESAPEAKE,VA,Baby Boomer,Card Present,0
A7382696,6.33,Restaurants and Food Services,Debit,MINNEAPOLIS,MN,Unknown,Card Present,0
A7156588,18.58,Restaurants and Food Services,Debit,CHICAGO,IL,Unknown,Card Present,0
A8790520,14.01,Restaurants and Food Services,Debit,IONIA,MI,Baby Boomer,Card Present,0
A6466653,25.8,Restaurants and Food Services,Credit,ATHENS,TN,Unknown,Card Present,0
A7790852,31.93,Restaurants and Food Services,Credit,ROYSE CITY,TX,Gen X,Card Present,2
A9230000,8.48,Restaurants and Food Services,Debit,PALATKA,FL,Unknown,Unknown,0
A7895780,18.05,Restaurants and Food Services,Debit,NORTH CANTON,OH,Millennial,Card Present,2
A1290900,6.67,Restaurants and Food Services,Debit,BURTON,MI,Baby Boomer,Card Present,0
A1964287,10.89,Restaurants and Food Services,Debit,GADSDEN,AL,Unknown,Card Present,0
A7129960,24.95,Restaurants and Food Services,Debit,MERIDIAN,ID,Millennial,Card Not Present,0
A4693179,5.62,Restaurants and Food Services,Debit,KALAMAZOO,MI,Gen Z,Card Present,0
A7762860,25.51,Restaurants and Food Services,Credit,CANTON,GA,Millennial,Card Not Present,0
A7243666,12.73,Restaurants and Food Services,Debit,GUAYAMA,PR,Unknown,Card Not Present,0
A5006650,7.98,Restaurants and Food Services,Debit,ALEXANDER CITY,AL,Millennial,Card Present,0
A8033784,21.02,Restaurants and Food Services,Debit,EL MIRAGE,AZ,Millennial,Card Present,0
A5054436,18.7,Restaurants and Food Services,Debit,SOUTH BELOIT,IL,Millennial,Card Present,0
A4517015,21.84,Restaurants and Food Services,Debit,BEDFORD,TX,Millennial,Card Present,0
A7400196,11.08,Restaurants and Food Services,Debit,COATESVILLE,PA,Gen X,Unknown,0
A8130144,22.49,Restaurants and Food Services,Debit,FORT WORTH,TX,Gen X,Unknown,1
A9351006,3.23,Restaurants and Food Services,Credit,LAKE WORTH,FL,Millennial,Card Present,0
A2440333,12.15,Restaurants and Food Services,Debit,MARIETTA,GA,Unknown,Card Present,2
A5551002,10.67,Restaurants and Food Services,Debit,WEATHERFORD,TX,Gen X,Card Present,2
A2966404,34.73,Restaurants and Food Services,Debit,MILFORD,CT,Millennial,Card Present,0
A9321778,6.74,Restaurants and Food Services,Debit,MINNEAPOLIS,MN,Gen X,Card Present,0
A6280128,5.86,Restaurants and Food Services,Debit,THOMSON,GA,Millennial,Card Not Present,0
A4857891,3.28,Restaurants and Food Services,Debit,LAREDO,TX,Gen X,Card Present,0
A9031387,7.93,Restaurants and Food Services,Debit,MARION,SC,Gen X,Card Present,0
A2325253,9.66,Restaurants and Food Services,Credit,HENRICO,VA,Millennial,Card Present,0
A1287736,10.16,Restaurants and Food Services,Debit,ALLIANCE,OH,Millennial,Card Not Present,0
A4799049,8.49,Restaurants and Food Services,Credit,TAVARES,FL,Gen X,Card Present,2
A4050116,8.17,Restaurants and Food Services,Debit,BRISTOL,TN,Gen X,Card Present,0
A3806899,15.09,Restaurants and Food Services,Debit,YOUNGSTOWN,OH,Millennial,Card Present,0
A5617525,20.03,Restaurants and Food Services,Debit,WHITEFISH,MT,Baby Boomer,Card Present,2
A9020008,12.29,Restaurants and Food Services,Debit,KISSIMMEE,FL,Unknown,Card Present,0
A9440206,4.03,Restaurants and Food Services,Debit,SMITHS GROVE,KY,Millennial,Card Present,0
A7088389,7.0,Restaurants and Food Services,Debit,SOUTH PORTLAND,ME,Millennial,Card Not Present,0
A2461490,2.05,Restaurants and Food Services,Debit,WARREN,,Gen X,Card Present,0
A4083357,3.06,Restaurants and Food Services,Debit,HILLIARD,FL,Gen X,Unknown,0
A6846946,11.18,Restaurants and Food Services,Credit,ELK PARK,NC,Baby Boomer,Card Present,0
A4488960,4.88,Restaurants and Food Services,Debit,PARKESBURG,PA,Gen X,Card Present,1
A1348313,3.58,Consumer Services,Credit,SOUTH GLENS FALLS,NY,Gen X,Card Present,0
A5791804,39.72,Restaurants and Food Services,Debit,LAKE,MI,Millennial,Card Present,0
A9911873,9.88,Restaurants and Food Services,Debit,AIKEN,SC,Unknown,Card Not Present,1
A4144879,5.07,Restaurants and Food Services,Debit,MINNEAPOLIS,MN,Unknown,Card Present,0
A9179793,32.0,Restaurants and Food Services,Debit,CLARKSTON,WA,Millennial,Card Present,0
A8459241,10.92,Restaurants and Food Services,Credit,BILLINGS,MT,Millennial,Card Present,0
A2295569,46.66,Restaurants and Food Services,Debit,DALLAS,TX,Millennial,Card Present,0
A2341554,4.45,Restaurants and Food Services,Debit,LAS VEGAS,NV,Unknown,Card Present,0
A6426005,1.33,Consumer Services,Credit,PHOENIX,AZ,Millennial,Card Present,0
A9384681,19.63,Restaurants and Food Services,Debit,CHALMETTE,LA,Unknown,Card Present,0
A7184830,5.31,Restaurants and Food Services,Debit,NORWALK,OH,Millennial,Card Present,0
A7213720,14.82,Restaurants and Food Services,Credit,MORRISTOWN,NJ,Millennial,Card Present,2
A4346390,11.02,Restaurants and Food Services,Debit,BEAUMONT,TX,Gen Z,Card Present,2
A2150233,14.58,Restaurants and Food Services,Credit,LEWISVILLE,TX,Unknown,Card Present,2
A4668724,20.44,Restaurants and Food Services,Debit,MCKINNEY,TX,Millennial,Card Present,0
A6355447,24.07,Restaurants and Food Services,Debit,ROY,UT,Gen Z,Card Present,0
A3727487,10.03,Restaurants and Food Services,Debit,REYNOLDSBURG,OH,Millennial,Card Not Present,2
A9424377,6.05,Restaurants and Food Services,Debit,LAWRENCE,KS,Millennial,Card Present,0
A4349374,7.71,Restaurants and Food Services,Debit,BUFFALO,NY,Unknown,Unknown,0
A8080535,6.47,Restaurants and Food Services,Debit,MIDVALE,UT,Millennial,Card Present,0
A9880023,8.26,Restaurants and Food Services,Debit,EUSTIS,FL,Millennial,Unknown,0
A8391979,15.67,Restaurants and Food Services,Credit,FULTONDALE,AL,Millennial,Card Present,0
A4992390,24.85,Restaurants and Food Services,Debit,CHICAGO,IL,Baby Boomer,Card Not Present,0
A7145164,4.62,Restaurants and Food Services,Debit,SAN ANTONIO,TX,Gen X,Card Present,0
A9553852,1.11,Consumer Services,Debit,PFAFFTOWN,NC,Millennial,Unknown,2
A9814348,26.21,Restaurants and Food Services,Debit,DAVENPORT,IA,Unknown,Card Present,2
A5224012,50.21,Restaurants and Food Services,Credit,SAINT PETERSBURG,FL,Baby Boomer,Card Present,2
A2662007,48.4,Restaurants and Food Services,Credit,ARLINGTON,VA,Gen X,Card Not Present,2
A1836366,21.94,Restaurants and Food Services,Debit,CENTER LINE,MI,Gen Z,Card Present,0
A8676776,23.04,Restaurants and Food Services,Credit,MANASSAS,VA,Baby Boomer,Card Not Present,2
A3724388,17.54,Restaurants and Food Services,Debit,SYRACUSE,NY,Millennial,Card Present,0
A5669018,37.69,Restaurants and Food Services,Debit,OGDEN,UT,Gen Z,Card Present,0
A8804123,35.73,Restaurants and Food Services,Debit,WEST PALM BEACH,FL,Millennial,Card Present,0
A9442284,19.04,Restaurants and Food Services,Debit,WARREN,MI,Gen X,Card Present,0
A1631176,15.18,Restaurants and Food Services,Debit,NEWPORT,MI,Gen X,Card Present,1
A8640502,12.93,Restaurants and Food Services,Debit,EUCLID,OH,Gen X,Card Not Present,0
A4992676,1.35,Restaurants and Food Services,Debit,WOOD RIVER,,Millennial,Card Present,0
A6504834,12.32,Restaurants and Food Services,Debit,COLLINSVILLE,VA,Unknown,Card Present,0
A3579337,9.54,Restaurants and Food Services,Debit,STUARTS DRAFT,VA,Gen X,Card Present,2
A5231876,10.12,Restaurants and Food Services,Debit,NEW PHILADELPHIA,OH,Unknown,Card Not Present,0
A7521711,13.4,Restaurants and Food Services,Debit,PAINESVILLE,OH,Millennial,Card Present,0
A8848807,4.17,Restaurants and Food Services,Debit,ENFIELD,CT,Gen Z,Card Present,0
A4144879,34.29,Restaurants and Food Services,Debit,TUCSON,AZ,Gen X,Card Present,0
A1032133,10.8,Restaurants and Food Services,Debit,WESTERVILLE,OH,Gen Z,Card Present,0
A5780168,3.21,Restaurants and Food Services,Debit,PETERSBURG,MI,Millennial,Card Present,0
A5873198,18.38,Restaurants and Food Services,Debit,SALEM,OR,Millennial,Card Present,0
A7336245,12.71,Restaurants and Food Services,Debit,CARSON,WA,Unknown,Card Present,0
A9059988,45.7,Restaurants and Food Services,Credit,CENTERVILLE,IA,Millennial,Card Not Present,0
A4727693,18.94,Restaurants and Food Services,Credit,JACKSONVILLE,FL,Millennial,Unknown,0
A9154166,3.57,Services,Debit,SHERRODSVILLE,OH,Millennial,Card Present,0
A3060586,15.65,Restaurants and Food Services,Debit,WOODVILLE,OH,Millennial,Card Present,0
A4699599,11.51,Restaurants and Food Services,Debit,BRIDGE CITY,TX,Unknown,Unknown,0
A2584970,4.85,Restaurants and Food Services,Credit,LOGANVILLE,WI,Baby Boomer,Card Present,0
A4837937,6.69,Restaurants and Food Services,Credit,TACOMA,WA,Millennial,Card Present,2
A7707896,11.89,Restaurants and Food Services,Credit,TECUMSEH,KS,Unknown,Card Present,0
A1010237,12.01,Restaurants and Food Services,Credit,CRANBERRY TOWNSHIP,PA,Baby Boomer,Card Present,0
A4050427,2.42,Restaurants and Food Services,Debit,CLARKSVILLE,TN,Gen Z,Card Present,0
A1671376,4.93,Restaurants and Food Services,Debit,LA PORTE,TX,Millennial,Unknown,0
A9841987,14.08,Restaurants and Food Services,Debit,LEWISTON,ID,Millennial,Unknown,0
A7401902,6.22,Restaurants and Food Services,Debit,MACCLENNY,,Gen Z,Unknown,0
A3111779,16.21,Restaurants and Food Services,Debit,SAINT LOUIS,MO,Millennial,Unknown,0
A9568963,8.58,Restaurants and Food Services,Debit,LAFAYETTE,LA,Gen X,Card Present,2
A4346568,8.53,Restaurants and Food Services,Debit,HATBORO,PA,Unknown,Card Present,0
A2732818,11.42,Restaurants and Food Services,Debit,GREENSBORO,NC,Gen X,Unknown,0
A4478873,16.88,Restaurants and Food Services,Debit,DENVER,,Gen X,Card Present,0
A2203803,4.1,Restaurants and Food Services,Debit,ABBEVILLE,LA,Gen X,Card Present,0
A3311965,0.46,Retail,Debit,MEDINA,OH,Baby Boomer,Card Present,0
A3112100,8.95,Restaurants and Food Services,Credit,CEDAR CITY,UT,Millennial,Card Present,0
A4860685,8.8,Restaurants and Food Services,Debit,WOODSIDE,NY,Gen Z,Card Present,0
A6849919,21.18,Restaurants and Food Services,Credit,NORWAY,IA,Unknown,Card Present,2
A3587998,18.1,Restaurants and Food Services,Debit,AVON LAKE,OH,Gen X,Card Present,0
A9230000,31.9,Restaurants and Food Services,Debit,LAKE PARK,GA,Gen Z,Card Not Present,0
A2997293,13.84,Restaurants and Food Services,Debit,DENVER,CO,Gen X,Card Present,0
A5063180,9.37,Restaurants and Food Services,Debit,PORT CLINTON,OH,Gen Z,Card Present,0
A8316112,10.04,Restaurants and Food Services,Credit,MANVEL,TX,Unknown,Card Present,0
A5165518,21.94,Restaurants and Food Services,Debit,UPLAND,CA,Gen X,Card Present,0
A7795514,30.87,Restaurants and Food Services,Debit,WINNABOW,NC,Baby Boomer,Card Present,0
A6909480,4.22,Restaurants and Food Services,Debit,GOBLES,MI,Unknown,Card Present,0
A5135076,12.44,Restaurants and Food Services,Debit,MIDLAND,TX,Gen Z,Card Present,0
A2584970,6.24,Restaurants and Food Services,Debit,LONDON,OH,Gen X,Card Present,0
A8746847,3.5,Restaurants and Food Services,Debit,ROSCOE,IL,Millennial,Card Present,1
A5693315,5.01,Restaurants and Food Services,Debit,COTTAGE GROVE,MN,Millennial,Card Present,0
A4220505,12.42,Restaurants and Food Services,Debit,SPRINGFIELD,VA,Gen X,Card Present,0
A7527647,19.05,Restaurants and Food Services,Debit,LOS ANGELES,CA,Unknown,Card Present,0
A1623662,14.33,Restaurants and Food Services,Debit,MAUD,TX,Millennial,Card Present,0
A6140690,13.68,Restaurants and Food Services,Debit,WAPAKONETA,OH,Millennial,Card Present,0
A6834950,28.5,Restaurants and Food Services,Debit,EL PASO,TX,Gen Z,Card Present,0
A7382696,19.77,Restaurants and Food Services,Debit,HARTSVILLE,SC,Gen X,Card Present,0
A5510313,35.75,Restaurants and Food Services,Debit,VANCOUVER,WA,Millennial,Card Present,0
A9075064,9.46,Restaurants and Food Services,Debit,RANDLEMAN,NC,Baby Boomer,Unknown,0
A9572339,12.77,Restaurants and Food Services,Debit,FORT GRATIOT,MI,Gen Z,Card Present,1
A5353713,14.97,Restaurants and Food Services,Debit,CINCINNATI,OH,Millennial,Card Present,2
A6643440,9.52,Restaurants and Food Services,Debit,BRIGHAM CITY,,Millennial,Card Not Present,0
A8029197,18.34,Restaurants and Food Services,Credit,CHARLOTTE,NC,Baby Boomer,Card Present,0
A7055645,19.3,Restaurants and Food Services,Debit,MEMPHIS,TN,Unknown,Card Present,2
A6809016,5.51,Restaurants and Food Services,Credit,AURORA,CO,Millennial,Card Not Present,2
A4769950,5.78,Restaurants and Food Services,Debit,RAYLAND,OH,Unknown,Card Present,2
A5619847,4.97,Restaurants and Food Services,Debit,TAYLOR,MI,Millennial,Card Not Present,0
A4089167,8.79,Restaurants and Food Services,Debit,WINFIELD,WV,Millennial,Card Present,0
A5797119,12.08,Restaurants and Food Services,Credit,NEW PORT RICHEY,FL,Gen Z,Card Present,1
A4481407,20.68,Restaurants and Food Services,Debit,SENECA,SC,Unknown,Card Present,2
A4267252,1.52,Restaurants and Food Services,Debit,LEBANON,TN,Gen X,Card Present,0
A6691903,11.19,Restaurants and Food Services,Debit,RISON,AR,Gen Z,Card Present,0
A3601348,10.88,Restaurants and Food Services,Debit,JACKSON,MS,Millennial,Card Present,2
A1268226,12.81,Restaurants and Food Services,Debit,JACKSONVILLE,FL,Millennial,Unknown,0
